sku	product-id	product-id-type	price	minimum-seller-allowed-price	maximum-seller-allowed-price	item-condition	quantity	add-delete	will-ship-internationally	expedited-shipping	item-note	fulfillment-center-id	merchant-shipping-group-name	product_tax_code
NWWOBA92731	1667896679ANA	2	4567			UsedGood	1	a						
NWWOBA92732	1667895868CRO	2	4327			UsedGood	1	a						
NWWOBA92733	1667894743TMB	2	4567			UsedGood	1	a						
NWWOBG587983	1667891521TMB	2	4567			UsedGood	1	a						
NWWOBG587984	1667842240IEV	2	4567			UsedGood	1	a						
NWWOBA92734	1667841045IEV	2	4567			UsedGood	1	a						
NWWOBG587985	1667837954ADA	2	4631			UsedGood	1	a						
NWWOBG587986	1667832724LSA	2	4567			UsedGood	1	a						
NWWOBA92735	1667831990MEP	2	4567			UsedGood	1	a						
NWWOBA92736	1667830907IEV	2	4567			UsedGood	1	a						
NWWOBA92737	1667829246MHA	2	4567			UsedGood	1	a						
NWWOBG587987	1667829221ADA	2	4327			UsedGood	1	a						
NWWOBG587988	1667828685MHA	2	4567			UsedGood	1	a						
NWWOBA92738	1667828391ADA	2	4567			UsedGood	1	a						
NWWOBG587989	1667828103MHA	2	4567			UsedGood	1	a						
NWWOBA92739	1667827241MEP	2	4631			UsedGood	1	a						
NWWOBG587990	1667825400LSA	2	4567			UsedGood	1	a						
NWWOBG587991	1667824959LSA	2	4567			UsedGood	1	a						
NWWOBA92740	1667821991IEV	2	4567			UsedGood	1	a						
NWWOBG587992	1667819627TMB	2	4567			UsedGood	1	a						
NWWOBA92741	1667819447TMB	2	4200			UsedGood	1	a						
NWWOBA92742	1667818361TMB	2	4567			UsedGood	1	a						
NWWOBG587993	1667817337TMB	2	4567			UsedGood	1	a						
NWWOBG587994	1667816379OLB	2	4567			UsedGood	1	a						
NWWOBG587995	1667816299IEV	2	4567			UsedGood	1	a						
NWWOBA92743	1667813115IEV	2	4567			UsedGood	1	a						
NWWOBA92744	1667811650IEV	2	4567			UsedGood	1	a						
NWWOBG587996	1667811517TMB	2	4631			UsedGood	1	a						
NWWOBG587997	1667810901IEV	2	4567			UsedGood	1	a						
NWWOBG587998	1667810175TMB	2	4567			UsedGood	1	a						
NWWOBA92745	1667809972IEV	2	4567			UsedGood	1	a						
NWWOBA92746	1667808036MHP	2	4567			UsedGood	1	a						
NWWOBA92747	1667807508CRT	2	4567			UsedGood	1	a						
NWWOBA92748	1667807220TMB	2	4567			UsedGood	1	a						
NWWOBA92749	1667806030TMB	2	4567			UsedGood	1	a						
NWWOBA92750	1667805850TMB	2	4567			UsedGood	1	a						
NWWOBG587999	1667804361TMB	2	4567			UsedGood	1	a						
NWWOBG588000	1667803223MHP	2	4567			UsedGood	1	a						
NWWOBA92751	1667594719GEO	2	4567			UsedGood	1	a						
NWWOBA92752	1667592080GEO	2	4567			UsedGood	1	a						
NWWOBA92753	1678255916ADA	2	11117			UsedGood	1	a						
NWWOBA92754	1678255071ADA	2	11388			UsedGood	1	a						
NWWOBA92755	1678186574IEV	2	10430			UsedGood	1	a						
NWWOBA92756	1678185813SEL	2	6292			UsedGood	1	a						
NWWOBG588001	1678176613MHA	2	8545			UsedGood	1	a						
NWWOBG588002	1678171220ADA	2	8545			UsedGood	1	a						
NWWOBG588003	1678111846IEV	2	7826			UsedGood	1	a						
NWWOBA92757	1678105499CLB	2	6788			UsedGood	1	a						
NWWOBA92758	1678103034MEP	2	7187			UsedGood	1	a						
NWWOBA92759	1678095884MHA	2	5653			UsedGood	1	a						
NWWOBG588004	9781849537018	2	2954			UsedGood	1	a						
NWWOBA92760	1667580598GEO	2	4567			UsedGood	1	a						
NWWOBG588005	1667576676CRO	2	4567			UsedGood	1	a						
NWWOBG588006	1667576185MEP	2	4439			UsedGood	1	a						
NWWOBG588007	1667575517MEP	2	4264			UsedGood	1	a						
NWWOBG588008	1667574782GEO	2	4567			UsedGood	1	a						
NWWOBA92761	1667572890GEO	2	4567			UsedGood	1	a						
NWWOBG588009	1667570427MHP	2	4567			UsedGood	1	a						
NWWOBG588010	1667569051MHP	2	4567			UsedGood	1	a						
NWWOBA92762	1667568164CRH	2	4391			UsedGood	1	a						
NWWOBG588011	1667565291CRO	2	4567			UsedGood	1	a						
NWWOBG588012	1667563945TMB	2	4631			UsedGood	1	a						
NWWOBG588013	1667562667EMB	2	4567			UsedGood	1	a						
NWWOBG588014	1667561546IEV	2	4567			UsedGood	1	a						
NWWOBG588015	1667561394LSA	2	4567			UsedGood	1	a						
NWWOBG588016	1667561215IEV	2	4567			UsedGood	1	a						
NWWOBG588017	1667560782LSA	2	4375			UsedGood	1	a						
NWWOBG588018	1667560333CRO	2	4567			UsedGood	1	a						
NWWOBG588019	1667558305MHA	2	4327			UsedGood	1	a						
NWWOBG588020	1667557940TMB	2	4567			UsedGood	1	a						
NWWOBG588021	1667557491TMB	2	4567			UsedGood	1	a						
NWWOBA92763	1667554860IEV	2	4599			UsedGood	1	a						
NWWOBA92764	1667553222TMB	2	4567			UsedGood	1	a						
NWWOBA92765	1667552265LSA	2	4567			UsedGood	1	a						
NWWOBG588022	1667546553TMB	2	4567			UsedGood	1	a						
NWWOBA92766	1667546313CRT	2	4567			UsedGood	1	a						
NWWOBG588023	1667545922CRO	2	4391			UsedGood	1	a						
NWWOBG588024	1667545418CRO	2	4567			UsedGood	1	a						
NWWOBG588025	1667544674MHP	2	4567			UsedGood	1	a						
NWWOBG588026	1667544438TMB	2	4567			UsedGood	1	a						
NWWOBA92767	1667544139CRO	2	4264			UsedGood	1	a						
NWWOBG588027	1667543595MHP	2	4567			UsedGood	1	a						
NWWOBA92768	1667502039GEO	2	4567			UsedGood	1	a						
NWWOBG588028	1667491251GEO	2	4567			UsedGood	1	a						
NWWOBA92769	1667490667MEP	2	4567			UsedGood	1	a						
NWWOBA92770	1667489057IEV	2	4391			UsedGood	1	a						
NWWOBG588029	1667486830DPB	2	4567			UsedGood	1	a						
NWWOBA92771	1667486687LSA	2	4359			UsedGood	1	a						
NWWOBG588030	1667486128OLB	2	4391			UsedGood	1	a						
NWWOBA92772	1667485536GEO	2	4567			UsedGood	1	a						
NWWOBG588031	1667485271LSA	2	4567			UsedGood	1	a						
NWWOBA92773	1667483617GEO	2	4391			UsedGood	1	a						
NWWOBG588032	1667481779LSA	2	4391			UsedGood	1	a						
NWWOBG588033	1667481357MHP	2	4391			UsedGood	1	a						
NWWOBG588034	1667481190MHA	2	4567			UsedGood	1	a						
NWWOBG588035	1667480021GDO	2	4567			UsedGood	1	a						
NWWOBG588036	1667476183OLB	2	4391			UsedGood	1	a						
NWWOBG588037	1667475982EMB	2	4391			UsedGood	1	a						
NWWOBA92774	1667472068MHP	2	4391			UsedGood	1	a						
NWWOBA92775	1667470298GDO	2	4391			UsedGood	1	a						
NWWOBG588038	1667468014GDO	2	4391			UsedGood	1	a						
NWWOBG588039	1667466636LSA	2	4200			UsedGood	1	a						
NWWOBG588040	1667466510LSA	2	4567			UsedGood	1	a						
NWWOBA92776	1667466499GST	2	4391			UsedGood	1	a						
NWWOBA92777	1667465893MEP	2	4391			UsedGood	1	a						
NWWOBG588041	1667463696MEP	2	4407			UsedGood	1	a						
NWWOBA92778	1667462256GDO	2	4391			UsedGood	1	a						
NWWOBG588042	1667461734OLB	2	4615			UsedGood	1	a						
NWWOBG588043	1667461365GDT	2	4391			UsedGood	1	a						
NWWOBA92779	1667460723OLB	2	4391			UsedGood	1	a						
NWWOBG588044	1667459968GDO	2	4471			UsedGood	1	a						
NWWOBG588045	1667459124GDT	2	4567			UsedGood	1	a						
NWWOBA92780	1667408065GDO	2	4391			UsedGood	1	a						
NWWOBG588046	1667401696GDO	2	4391			UsedGood	1	a						
NWWOBG588047	1667398050ADA	2	4391			UsedGood	1	a						
NWWOBG588048	1667395395OLB	2	4391			UsedGood	1	a						
NWWOBA92781	1667394599ADA	2	4391			UsedGood	1	a						
NWWOBG588049	1667394472OLB	2	4391			UsedGood	1	a						
NWWOBG588050	1667393983MHP	2	4391			UsedGood	1	a						
NWWOBG588051	1667391990MHP	2	4391			UsedGood	1	a						
NWWOBG588052	1667391178LSA	2	4391			UsedGood	1	a						
NWWOBA92782	1667388212MHA	2	4391			UsedGood	1	a						
NWWOBG588053	1677859955LEE	2	7027			UsedGood	1	a						
NWWOBA92783	1677850847CLB	2	5621			UsedGood	1	a						
NWWOBG588054	1677848328SEL	2	6979			UsedGood	1	a						
NWWOBG588055	1677847003OLB	2	8097			UsedGood	1	a						
NWWOBG588056	1677841846CLB	2	8704			UsedGood	1	a						
NWWOBG588057	1677840468IEV	2	6037			UsedGood	1	a						
NWWOBA92784	1677840243IEV	2	7570			UsedGood	1	a						
NWWOBG588058	1677839996MHA	2	5653			UsedGood	1	a						
NWWOBA92785	1677838567MHP	2	5653			UsedGood	1	a						
NWWOBG588059	1677838488MHP	2	6660			UsedGood	1	a						
NWWOBG588060	1677824618ADA	2	5605			UsedGood	1	a						
NWWOBG588061	1677824199ADA	2	6452			UsedGood	1	a						
NWWOBA92786	1677773526LEE	2	6867			UsedGood	1	a						
NWWOBG588062	9780711909410	2	4391			UsedGood	1	a						
NWWOBA92787	1667388178MHP	2	4391			UsedGood	1	a						
NWWOBG588063	1667388146MEP	2	4200			UsedGood	1	a						
NWWOBA92788	1667388069OLB	2	4391			UsedGood	1	a						
NWWOBG588064	1667386528OLB	2	4551			UsedGood	1	a						
NWWOBG588065	1667386442OLB	2	4391			UsedGood	1	a						
NWWOBG588066	1667386208MHP	2	4391			UsedGood	1	a						
NWWOBA92789	1667386151MHP	2	4391			UsedGood	1	a						
NWWOBG588067	1667385913MHP	2	4391			UsedGood	1	a						
NWWOBA92790	1667385625MHP	2	4391			UsedGood	1	a						
NWWOBA92791	1667384661OLB	2	4391			UsedGood	1	a						
NWWOBG588068	1667384583ADA	2	4391			UsedGood	1	a						
NWWOBA92792	1667384055MHP	2	4391			UsedGood	1	a						
NWWOBG588069	1667383916LSA	2	4264			UsedGood	1	a						
NWWOBA92793	1667383743ADA	2	4391			UsedGood	1	a						
NWWOBA92794	1667383671OLB	2	4391			UsedGood	1	a						
NWWOBG588070	1667382736LSA	2	4391			UsedGood	1	a						
NWWOBA92795	1667382735MHP	2	4327			UsedGood	1	a						
NWWOBA92796	1667382596MHA	2	4407			UsedGood	1	a						
NWWOBA92797	1667382534OLB	2	4391			UsedGood	1	a						
NWWOBA92798	1667382473OLB	2	4391			UsedGood	1	a						
NWWOBA92799	1667381545ADA	2	4391			UsedGood	1	a						
NWWOBG588071	1667380223MEP	2	4391			UsedGood	1	a						
NWWOBA92800	1667380221IEV	2	4391			UsedGood	1	a						
NWWOBG588072	1667379305OLB	2	4391			UsedGood	1	a						
NWWOBA92801	1667379206OLB	2	4391			UsedGood	1	a						
NWWOBG588073	1667378750MHP	2	4391			UsedGood	1	a						
NWWOBG588074	1667378726ADA	2	4391			UsedGood	1	a						
NWWOBG588075	1667377642MHP	2	4391			UsedGood	1	a						
NWWOBA92802	1667375371MHP	2	4391			UsedGood	1	a						
NWWOBG588076	1667373440TMB	2	4391			UsedGood	1	a						
NWWOBG588077	1667373150TMB	2	4391			UsedGood	1	a						
NWWOBG588078	1667373110MHA	2	4391			UsedGood	1	a						
NWWOBG588079	1667371653MHA	2	4391			UsedGood	1	a						
NWWOBG588080	1667334966DPB	2	4535			UsedGood	1	a						
NWWOBA92803	1667330918CRF	2	4391			UsedGood	1	a						
NWWOBA92804	1667330623CRF	2	4391			UsedGood	1	a						
NWWOBA92805	1667326360CRF	2	4391			UsedGood	1	a						
NWWOBA92806	1667316807CRO	2	4391			UsedGood	1	a						
NWWOBA92807	1667315916CRF	2	4391			UsedGood	1	a						
NWWOBG588081	1667314241LSA	2	4200			UsedGood	1	a						
NWWOBG588082	1667313615CRH	2	4391			UsedGood	1	a						
NWWOBA92808	1667313519CRH	2	4391			UsedGood	1	a						
NWWOBG588083	1667312018MHA	2	4391			UsedGood	1	a						
NWWOBA92809	1667311032CRO	2	4391			UsedGood	1	a						
NWWOBG588084	1667310868MEP	2	4264			UsedGood	1	a						
NWWOBA92810	1667308515LSA	2	4391			UsedGood	1	a						
NWWOBA92811	1667307846CRT	2	4391			UsedGood	1	a						
NWWOBG588085	1667307437CRO	2	4391			UsedGood	1	a						
NWWOBA92812	1667306392MHA	2	4391			UsedGood	1	a						
NWWOBA92813	1667304208CRT	2	4391			UsedGood	1	a						
NWWOBG588086	1667296498LSA	2	4391			UsedGood	1	a						
NWWOBG588087	1667296454MEP	2	4391			UsedGood	1	a						
NWWOBA92814	1667294088MHP	2	4391			UsedGood	1	a						
NWWOBG588088	1667292021CRH	2	4599			UsedGood	1	a						
NWWOBG588089	1667291705MHA	2	4391			UsedGood	1	a						
NWWOBG588090	1667291654OLB	2	4264			UsedGood	1	a						
NWWOBG588091	1667291508MEP	2	4248			UsedGood	1	a						
NWWOBA92815	1667289651ANA	2	4391			UsedGood	1	a						
NWWOBA92816	1667289377MHA	2	4391			UsedGood	1	a						
NWWOBG588092	1667289246OLB	2	4311			UsedGood	1	a						
NWWOBG588093	1667289087CRO	2	4407			UsedGood	1	a						
NWWOBG588094	1667288643MHA	2	4391			UsedGood	1	a						
NWWOBG588095	1667288183MHA	2	4391			UsedGood	1	a						
NWWOBG588096	1667287324MHA	2	4391			UsedGood	1	a						
NWWOBG588097	1667287041MHP	2	4391			UsedGood	1	a						
NWWOBA92817	1667286252OLB	2	4391			UsedGood	1	a						
NWWOBG588098	1667286245CRT	2	4168			UsedGood	1	a						
NWWOBG588099	1667286176OLB	2	4391			UsedGood	1	a						
NWWOBA92818	1667284836MHP	2	4391			UsedGood	1	a						
NWWOBA92819	1667284762CRT	2	4359			UsedGood	1	a						
NWWOBA92820	1667249360DPB	2	4567			UsedGood	1	a						
NWWOBG588100	1667238298DPB	2	4391			UsedGood	1	a						
NWWOBG588101	1677751932MHP	2	5653			UsedGood	1	a						
NWWOBG588102	1677750366MHP	2	8800			UsedGood	1	a						
NWWOBA92821	1677741350ADA	2	7954			UsedGood	1	a						
NWWOBA92822	1677739206ADA	2	8018			UsedGood	1	a						
NWWOBA92823	1677739138ADA	2	6596			UsedGood	1	a						
NWWOBA92824	1677736907ADA	2	8193			UsedGood	1	a						
NWWOBG588103	1677736466ADA	2	6436			UsedGood	1	a						
NWWOBA92825	1677701039DPB	2	9471			UsedGood	1	a						
NWWOBA92826	1677699870DPB	2	6404			UsedGood	1	a						
NWWOBA92827	1677678254ANA	2	6979			UsedGood	1	a						
NWWOBA92828	1677664966TMB	2	5781			UsedGood	1	a						
NWWOBA92829	1677664583CLB	2	8097			UsedGood	1	a						
NWWOBWR219389	9782070793549	2	2986			UsedGood	1	a						
NWWOBA92830	1677654314ADA	2	7874			UsedGood	1	a						
NWWOBA92831	1677620120DPB	2	11628			UsedGood	1	a						
NWWOBG588104	1677577533MHA	2	9934			UsedGood	1	a						
NWWOBA92832	1677566282ADA	2	9056			UsedGood	1	a						
NWWOBG588105	1677565876ADA	2	8353			UsedGood	1	a						
NWWOBG588106	1677499647TMB	2	13529			UsedGood	1	a						
NWWOBG588107	1667237056DPB	2	4391			UsedGood	1	a						
NWWOBG588108	1667234966DPB	2	4391			UsedGood	1	a						
NWWOBA92833	1667233691ANA	2	4439			UsedGood	1	a						
NWWOBG588109	1667230518ANA	2	4391			UsedGood	1	a						
NWWOBG588110	1667227232ADA	2	4391			UsedGood	1	a						
NWWOBG588111	1667224690TMB	2	4391			UsedGood	1	a						
NWWOBG588112	1667224500MHP	2	4391			UsedGood	1	a						
NWWOBA92834	1667221318MEP	2	4391			UsedGood	1	a						
NWWOBG588113	1667219964MHA	2	4391			UsedGood	1	a						
NWWOBA92835	1667219953OLB	2	4391			UsedGood	1	a						
NWWOBA92836	1667219457MHA	2	4391			UsedGood	1	a						
NWWOBA92837	1667219432OLB	2	4375			UsedGood	1	a						
NWWOBA92838	1667219110LSA	2	4391			UsedGood	1	a						
NWWOBA92839	1667215864OLB	2	4391			UsedGood	1	a						
NWWOBA92840	1667215501OLB	2	4391			UsedGood	1	a						
NWWOBG588114	1667213788MHA	2	4391			UsedGood	1	a						
NWWOBA92841	1667213674TMB	2	4391			UsedGood	1	a						
NWWOBA92842	1667212950MHP	2	4391			UsedGood	1	a						
NWWOBG588115	1667212810MHP	2	4391			UsedGood	1	a						
NWWOBA92843	1667210380LSA	2	4391			UsedGood	1	a						
NWWOBA92844	1667209534OLB	2	4391			UsedGood	1	a						
NWWOBA92845	1667209516MEP	2	4391			UsedGood	1	a						
NWWOBA92846	1667208282MHP	2	4391			UsedGood	1	a						
NWWOBG588116	1667206420OLB	2	4391			UsedGood	1	a						
NWWOBG588117	1667205892MHA	2	4391			UsedGood	1	a						
NWWOBA92847	1667205444CRO	2	4391			UsedGood	1	a						
NWWOBG588118	1667204454LSA	2	4391			UsedGood	1	a						
NWWOBG588119	1667203087MHP	2	4391			UsedGood	1	a						
NWWOBG588120	1667202390MHP	2	4391			UsedGood	1	a						
NWWOBG588121	1667198947TMB	2	4391			UsedGood	1	a						
NWWOBA92848	1666990690LEE	2	4391			UsedGood	1	a						
NWWOBA92849	1666989848LEE	2	4391			UsedGood	1	a						
NWWOBA92850	1666986415LEE	2	4391			UsedGood	1	a						
NWWOBG588122	1666986089LEE	2	4391			UsedGood	1	a						
NWWOBG588123	1666983584LEE	2	4391			UsedGood	1	a						
NWWOBA92851	1666981802LEE	2	4391			UsedGood	1	a						
NWWOBG588124	1666981335GEO	2	4391			UsedGood	1	a						
NWWOBG588125	1666981158LEE	2	4391			UsedGood	1	a						
NWWOBG588126	1666965832LSA	2	4391			UsedGood	1	a						
NWWOBA92852	1666965603CRO	2	4391			UsedGood	1	a						
NWWOBA92853	1666962606MHP	2	4296			UsedGood	1	a						
NWWOBG588127	1666962460BPD	2	4391			UsedGood	1	a						
NWWOBG588128	1666957891LSA	2	4391			UsedGood	1	a						
NWWOBG588129	1666953970BPH	2	4503			UsedGood	1	a						
NWWOBG588130	1666952091ADA	2	4391			UsedGood	1	a						
NWWOBG588131	1666951911LSA	2	4391			UsedGood	1	a						
NWWOBA92854	1666950606ADA	2	4391			UsedGood	1	a						
NWWOBG588132	1666949994ADA	2	4391			UsedGood	1	a						
NWWOBG588133	1666947111ADA	2	4391			UsedGood	1	a						
NWWOBA92855	1666946572BPH	2	4391			UsedGood	1	a						
NWWOBG588134	1666946164BPH	2	4391			UsedGood	1	a						
NWWOBG588135	1666945763BPD	2	4391			UsedGood	1	a						
NWWOBA92856	1666945618ANA	2	4391			UsedGood	1	a						
NWWOBG588136	1666943776ADA	2	4391			UsedGood	1	a						
NWWOBG588137	1666942836ANA	2	4503			UsedGood	1	a						
NWWOBA92857	1666937904BPE	2	4391			UsedGood	1	a						
NWWOBG588138	1666902969LEE	2	4391			UsedGood	1	a						
NWWOBA92858	1666902798LEE	2	4391			UsedGood	1	a						
NWWOBA92859	1666897985LEE	2	4391			UsedGood	1	a						
NWWOBG588139	1666897525LEE	2	4391			UsedGood	1	a						
NWWOBA92860	1666895503LEE	2	4391			UsedGood	1	a						
NWWOBA92861	1666892956LEE	2	4391			UsedGood	1	a						
NWWOBG588140	1666891170GEO	2	4391			UsedGood	1	a						
NWWOBG588141	1666886039GEO	2	4391			UsedGood	1	a						
NWWOBG588142	1666885033LEE	2	4391			UsedGood	1	a						
NWWOBG588143	1666884910LEE	2	4535			UsedGood	1	a						
NWWOBA92862	1666883975LEE	2	4391			UsedGood	1	a						
NWWOBA92863	1666881916BPD	2	4599			UsedGood	1	a						
NWWOBA92864	1666880276BPD	2	4391			UsedGood	1	a						
NWWOBA92865	1677498434CLB	2	7522			UsedGood	1	a						
NWWOBA92866	1677480851ADA	2	6660			UsedGood	1	a						
NWWOBA92867	1677270544DPB	2	6005			UsedGood	1	a						
NWWOBA92868	1677268216DPB	2	18752			UsedGood	1	a						
NWWOBG588144	1677222193ADA	2	8736			UsedGood	1	a						
NWWOBG588145	1677221136ADA	2	7922			UsedGood	1	a						
NWWOBG588146	1677182269DPB	2	6037			UsedGood	1	a						
NWWOBA92869	1677169735GEO	2	8641			UsedGood	1	a						
NWWOBA92870	1666880148GEO	2	4503			UsedGood	1	a						
NWWOBA92871	1666880058LSA	2	4391			UsedGood	1	a						
NWWOBA92872	1666880051GEO	2	4232			UsedGood	1	a						
NWWOBA92873	1666878518BPD	2	4503			UsedGood	1	a						
NWWOBG588147	1666876696MHP	2	4551			UsedGood	1	a						
NWWOBA92874	1666876644BPD	2	4391			UsedGood	1	a						
NWWOBG588148	1666876484OLB	2	4535			UsedGood	1	a						
NWWOBG588149	1666876330ADA	2	4391			UsedGood	1	a						
NWWOBA92875	1666876205ADA	2	4391			UsedGood	1	a						
NWWOBA92876	1666874661MHP	2	4391			UsedGood	1	a						
NWWOBA92877	1666874277MHP	2	4503			UsedGood	1	a						
NWWOBG588150	1666873324BPE	2	4391			UsedGood	1	a						
NWWOBG588151	1666872176BPD	2	4519			UsedGood	1	a						
NWWOBG588152	1666871573BPE	2	4232			UsedGood	1	a						
